id,name,artist,album,release_date,duration_ms,genres,popularity,explicit,description,Unnamed: 10,tagged_description
1zi7xx7UVEFkmKfv06H8x0,One Dance,"Drake, Wizkid, Kyla",Views,2016-05-06,173986,"afro r&b, afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, rap",89,False,A dancehall-infused pop track with smooth rhythms and romantic themes. Its infectious beat and laid-back vibe make it a summer favorite.,,1zi7xx7UVEFkmKfv06H8x0 A dancehall-infused pop track with smooth rhythms and romantic themes. Its infectious beat and laid-back vibe make it a summer favorite.
2gZUPNdnz5Y45eiGxpHGSc,POWER,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,292093,rap,80,True,"A bold hip-hop track with rock influences, addressing themes of fame and self-empowerment. Its assertive lyrics and driving beat make it both thought-provoking and energizing.",,"2gZUPNdnz5Y45eiGxpHGSc A bold hip-hop track with rock influences, addressing themes of fame and self-empowerment. Its assertive lyrics and driving beat make it both thought-provoking and energizing."
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,Not Like Us,2024-05-04,274192,"hip hop, west coast hip hop",94,True,"A sharp hip-hop track with incisive lyrics and a compelling beat. It challenges societal norms and encourages critical thinking, with a rhythm that keeps listeners engaged.",,"6AI3ezQ4o3HUoP6Dhudph3 A sharp hip-hop track with incisive lyrics and a compelling beat. It challenges societal norms and encourages critical thinking, with a rhythm that keeps listeners engaged."
5STdMlrBf6pqWiNE7WqxSi,Many Men (Wish Death),50 Cent,Get Rich Or Die Tryin',2003-02-06,256240,"east coast hip hop, old school hip hop",79,True,A gritty hip-hop track reflecting on survival and resilience in the face of adversity. Its somber tone and steady beat create a contemplative atmosphere.,,5STdMlrBf6pqWiNE7WqxSi A gritty hip-hop track reflecting on survival and resilience in the face of adversity. Its somber tone and steady beat create a contemplative atmosphere.
1auxYwYrFRqZP7t3s7w4um,Ni**as In Paris,"JAY-Z, Kanye West",Watch The Throne,2011-08-08,219333,"east coast hip hop, hip hop, rap",83,True,A high-energy hip-hop anthem celebrating success and extravagance. Its catchy hook and dynamic beat make it a club favorite.,,1auxYwYrFRqZP7t3s7w4um A high-energy hip-hop anthem celebrating success and extravagance. Its catchy hook and dynamic beat make it a club favorite.
7iL6o9tox1zgHpKUfh9vuC,In Da Club,50 Cent,Get Rich Or Die Tryin',2003-02-06,193466,"east coast hip hop, old school hip hop",84,True,An iconic hip-hop track with a catchy beat and celebratory lyrics. Its infectious rhythm makes it a staple for parties and dance floors.,,7iL6o9tox1zgHpKUfh9vuC An iconic hip-hop track with a catchy beat and celebratory lyrics. Its infectious rhythm makes it a staple for parties and dance floors.
5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,"Kanye West, Dwele",Graduation,2007-09-11,237506,"neo soul, rap",87,True,"A smooth hip-hop track with electronic influences, exploring themes of love and fame. Its mellow beat and reflective lyrics create a chill vibe.",,"5TRPicyLGbAF2LGBFbHGvO A smooth hip-hop track with electronic influences, exploring themes of love and fame. Its mellow beat and reflective lyrics create a chill vibe."
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),"Kendrick Lamar, SZA",Black Panther The Album Music From And Inspired By,2018-02-09,232186,"hip hop, r&b, west coast hip hop",94,True,"A soulful blend of hip-hop and R&B, addressing themes of ambition and identity. Its melodic chorus and polished production make it both inspiring and danceable.",,"3GCdLUSnKSMJhs4Tj6CV3s A soulful blend of hip-hop and R&B, addressing themes of ambition and identity. Its melodic chorus and polished production make it both inspiring and danceable."
1zBBo7indT2foQGQUoloWj,Invincible,"mgk, Ester Dean",Lace Up,2012-01-01,185733,,61,True,An empowering rock-infused track with motivational lyrics. Its energetic rhythm and anthemic chorus inspire confidence and movement.,,1zBBo7indT2foQGQUoloWj An empowering rock-infused track with motivational lyrics. Its energetic rhythm and anthemic chorus inspire confidence and movement.
2eWLNSTA7RvUBmnTYVvR8s,X Gon' Give It To Ya,DMX,Deadpool (Original Soundtrack Album),2016,217586,"east coast hip hop, hardcore hip hop, old school hip hop",46,False,A hard-hitting hip-hop track with aggressive lyrics and a relentless beat. Its raw energy makes it a go-to for high-intensity moments.,,2eWLNSTA7RvUBmnTYVvR8s A hard-hitting hip-hop track with aggressive lyrics and a relentless beat. Its raw energy makes it a go-to for high-intensity moments.
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Flower Boy,2017-07-21,180386,,93,True,A dreamy hip-hop track with romantic themes and smooth melodies. Its laid-back vibe and catchy chorus create a feel-good atmosphere.,,7KA4W4McWYRpgf0fWsJZWB A dreamy hip-hop track with romantic themes and smooth melodies. Its laid-back vibe and catchy chorus create a feel-good atmosphere.
1k28sDTLOz942qa3wEtMQE,O.P.P,Naughty By Nature,Naughty By Nature,1991-09-03,271066,"east coast hip hop, old school hip hop",69,False,A classic hip-hop track with a playful approach to infidelity. Its catchy hook and upbeat rhythm make it a danceable favorite.,,1k28sDTLOz942qa3wEtMQE A classic hip-hop track with a playful approach to infidelity. Its catchy hook and upbeat rhythm make it a danceable favorite.
19a3JfW8BQwqHWUMbcqSx8,Famous,Kanye West,The Life Of Pablo,2016-06-10,196040,rap,73,True,A provocative hip-hop track exploring themes of celebrity and controversy. Its bold lyrics and dynamic production make it both thought-provoking and engaging.,,19a3JfW8BQwqHWUMbcqSx8 A provocative hip-hop track exploring themes of celebrity and controversy. Its bold lyrics and dynamic production make it both thought-provoking and engaging.
00t7QTffOR3SA3L1BvSQVq,Suicidal Thoughts - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster 2015 Remaster),1994-09-13,170213,"east coast hip hop, gangster rap, hip hop, old school hip hop",50,True,"A dark, introspective hip-hop track delving into themes of depression and mortality. Its somber tone and raw lyrics create a powerful emotional impact.",,"00t7QTffOR3SA3L1BvSQVq A dark, introspective hip-hop track delving into themes of depression and mortality. Its somber tone and raw lyrics create a powerful emotional impact."
3sNVsP50132BTNlImLx70i,Bound 2,Kanye West,Yeezus,2013-06-18,229146,rap,84,True,A soulful hip-hop track with romantic themes and a nostalgic feel. Its unique production and heartfelt lyrics create a distinctive listening experience.,,3sNVsP50132BTNlImLx70i A soulful hip-hop track with romantic themes and a nostalgic feel. Its unique production and heartfelt lyrics create a distinctive listening experience.
7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,"Kanye West, PARTYNEXTDOOR",ye,2018-06-01,271386,"dark r&b, r&b, rap, trap soul",81,True,An experimental hip-hop track blending gospel elements with themes of redemption. Its uplifting chorus and layered production create a transcendent vibe.,,7vgTNTaEz3CsBZ1N4YQalM An experimental hip-hop track blending gospel elements with themes of redemption. Its uplifting chorus and layered production create a transcendent vibe.
7yNK27ZTpHew0c55VvIJgm,Dark Fantasy,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,280786,rap,72,True,"An ambitious hip-hop track with cinematic production and introspective lyrics. It sets a grand tone, blending fantasy and reality in a compelling narrative.",,"7yNK27ZTpHew0c55VvIJgm An ambitious hip-hop track with cinematic production and introspective lyrics. It sets a grand tone, blending fantasy and reality in a compelling narrative."
0Z2J91b2iTGLVTZC4fKgxf,Hit 'Em Up - Single Version,"2Pac, Outlawz",Greatest Hits,1998-01-01,312626,"g-funk, gangster rap, hip hop, old school hip hop, west coast hip hop",83,True,A fiery diss track with aggressive lyrics and a confrontational tone. Its raw energy and unapologetic stance make it a standout in hip-hop history.,,0Z2J91b2iTGLVTZC4fKgxf A fiery diss track with aggressive lyrics and a confrontational tone. Its raw energy and unapologetic stance make it a standout in hip-hop history.
66Q3fAmSX5eHamgbKa9alP,Real Friends,Kanye West,The Life Of Pablo,2016-06-10,251573,rap,65,True,An introspective hip-hop track exploring themes of trust and betrayal. Its minimalist production and candid lyrics create a reflective atmosphere.,,66Q3fAmSX5eHamgbKa9alP An introspective hip-hop track exploring themes of trust and betrayal. Its minimalist production and candid lyrics create a reflective atmosphere.
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,2014 Forest Hills Drive,2014-12-09,292799,rap,88,True,A contemplative hip-hop track addressing the lack of positive influences. Its thoughtful lyrics and smooth beat encourage introspection.,,68Dni7IE4VyPkTOH9mRWHr A contemplative hip-hop track addressing the lack of positive influences. Its thoughtful lyrics and smooth beat encourage introspection.
5A6OHHy73AR5tLxgTc98zz,Black and Yellow,Wiz Khalifa,Rolling Papers,2011-03-29,217666,rap,78,True,An anthemic hip-hop track celebrating personal pride and success. Its catchy hook and upbeat rhythm make it a popular party song.,,5A6OHHy73AR5tLxgTc98zz An anthemic hip-hop track celebrating personal pride and success. Its catchy hook and upbeat rhythm make it a popular party song.
74tLlkN3rgVzRqQJgPfink,Money Trees,"Kendrick Lamar, Jay Rock","good kid, m.A.A.d city",2012,386906,"hip hop, west coast hip hop",85,True,A laid-back hip-hop track reflecting on ambition and the pursuit of wealth. Its smooth production and storytelling lyrics create a chill vibe.,,74tLlkN3rgVzRqQJgPfink A laid-back hip-hop track reflecting on ambition and the pursuit of wealth. Its smooth production and storytelling lyrics create a chill vibe.
6JyEh4kl9DLwmSAoNDRn5b,4th Dimension,"KIDS SEE GHOSTS, Louis Prima",KIDS SEE GHOSTS,2018-06-08,153351,"big band, swing music",67,True,An experimental hip-hop track blending vintage samples with modern beats. Its eclectic sound and energetic rhythm create a unique listening experience.,,6JyEh4kl9DLwmSAoNDRn5b An experimental hip-hop track blending vintage samples with modern beats. Its eclectic sound and energetic rhythm create a unique listening experience.
3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,Kanye West,ye,2018-06-01,215320,rap,83,True,A heartfelt hip-hop track expressing concerns about fatherhood and protecting one's daughter. Its emotional lyrics and gentle production evoke deep reflection.,,3s7MCdXyWmwjdcWh7GWXas A heartfelt hip-hop track expressing concerns about fatherhood and protecting one's daughter. Its emotional lyrics and gentle production evoke deep reflection.
3F18I7LhWKxlf1PytSoTBH,Welcome To Heartbreak,"Kanye West, Kid Cudi",808s & Heartbreak,2008-11-24,262933,rap,61,False,An emotive hip-hop track exploring themes of loneliness and the emptiness of fame. Its melancholic tone and electronic elements create a haunting atmosphere.,,3F18I7LhWKxlf1PytSoTBH An emotive hip-hop track exploring themes of loneliness and the emptiness of fame. Its melancholic tone and electronic elements create a haunting atmosphere.
4VQNCzfZ3MdHEwwErNXpBo,All Eyez On Me (ft. Big Syke),"2Pac, Big Syke",All Eyez On Me,1996-02-13,307773,"g-funk, gangster rap, hip hop, old school hip hop, west coast hip hop",81,True,A confident hip-hop track asserting dominance and resilience. Its assertive lyrics and steady beat make it a powerful anthem.,,4VQNCzfZ3MdHEwwErNXpBo A confident hip-hop track asserting dominance and resilience. Its assertive lyrics and steady beat make it a powerful anthem.
4KW1lqgSr8TKrvBII0Brf8,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,2016-06-10,135920,rap,82,True,An uplifting hip-hop track blending gospel elements with themes of redemption. Its soaring chorus and dynamic production create an inspiring vibe.,,4KW1lqgSr8TKrvBII0Brf8 An uplifting hip-hop track blending gospel elements with themes of redemption. Its soaring chorus and dynamic production create an inspiring vibe.
46OFHBw45fNi7QNjSetITR,Hey Mama,Kanye West,Late Registration,2005-08-30,305066,rap,64,True,"A heartfelt tribute to Kanye's mother, expressing love and gratitude. Its tender lyrics and melodic beat evoke strong emotions.",,"46OFHBw45fNi7QNjSetITR A heartfelt tribute to Kanye's mother, expressing love and gratitude. Its tender lyrics and melodic beat evoke strong emotions."
5SkRLpaGtvYPhw02vZhQQ9,All Falls Down,"Kanye West, Syleena Johnson",The College Dropout,2004-02-10,223506,"neo soul, rap",84,True,A socially conscious hip-hop track addressing issues of self-esteem and materialism. Its insightful lyrics and catchy hook make it both thought-provoking and accessible.,,5SkRLpaGtvYPhw02vZhQQ9 A socially conscious hip-hop track addressing issues of self-esteem and materialism. Its insightful lyrics and catchy hook make it both thought-provoking and accessible.
7r6PigmGzlB3YPB7wvBBbi,No Church In The Wild,"JAY-Z, Kanye West, Frank Ocean, The-Dream",Watch The Throne,2011-08-08,272506,"east coast hip hop, hip hop, r&b, rap",77,True,A philosophical hip-hop track questioning morality and power structures. Its haunting production and profound lyrics encourage deep contemplation.,,7r6PigmGzlB3YPB7wvBBbi A philosophical hip-hop track questioning morality and power structures. Its haunting production and profound lyrics encourage deep contemplation.
2aqe2NgAwmMlPgtf1MnGoy,Gotta Have It,"JAY-Z, Kanye West",Watch The Throne,2011-08-08,140746,"east coast hip hop, hip hop, rap",64,True,A braggadocious hip-hop track with a minimalist beat and sharp lyrics. Its confident tone and rhythmic flow make it a compelling listen.,,2aqe2NgAwmMlPgtf1MnGoy A braggadocious hip-hop track with a minimalist beat and sharp lyrics. Its confident tone and rhythmic flow make it a compelling listen.
14I61w6cyYUHiV2n28IYdP,Otis,"JAY-Z, Kanye West, Otis Redding",Watch The Throne,2011-08-08,178213,"classic soul, east coast hip hop, hip hop, motown, rap, soul, soul blues",72,True,"A soulful hip-hop track sampling Otis Redding, celebrating success and camaraderie. Its energetic rhythm and playful lyrics create a feel-good vibe.",,"14I61w6cyYUHiV2n28IYdP A soulful hip-hop track sampling Otis Redding, celebrating success and camaraderie. Its energetic rhythm and playful lyrics create a feel-good vibe."
432hUIl3ISDeytYW5XBQ5h,Wolves,Kanye West,The Life Of Pablo,2016-06-10,301586,rap,69,True,An atmospheric hip-hop track exploring themes of vulnerability and protection. Its haunting melodies and emotional depth create a powerful listening experience.,,432hUIl3ISDeytYW5XBQ5h An atmospheric hip-hop track exploring themes of vulnerability and protection. Its haunting melodies and emotional depth create a powerful listening experience.
2QpGZOhTCHHiKmpSO9FW4h,Follow God,Kanye West,JESUS IS KING,2019-10-25,104591,rap,74,False,A gospel-infused hip-hop track with introspective lyrics. Its energetic beat and spiritual themes create a dynamic and reflective vibe.,,2QpGZOhTCHHiKmpSO9FW4h A gospel-infused hip-hop track with introspective lyrics. Its energetic beat and spiritual themes create a dynamic and reflective vibe.
06JvOZ39sK8D8SqiqfaxDU,True Love,"Kanye West, XXXTENTACION",True Love,2022-05-27,148571,"emo rap, rap",76,False,A melancholic hip-hop track delving into themes of lost love and longing. Its emotional lyrics and subdued production evoke a sense of sorrow.,,06JvOZ39sK8D8SqiqfaxDU A melancholic hip-hop track delving into themes of lost love and longing. Its emotional lyrics and subdued production evoke a sense of sorrow.
